komponen,keterangan,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
sampingan,padi,kg,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utama,tbs,ton,0,0,0.603448276,2.011494253,5.028735632,10.05747126,10.05747126,20.11494253,20.11494253,25.14367816,25.14367816,25.14367816,25.14367816,25.14367816,25.14367816,20.11494253,20.11494253,20.11494253,20.11494253,20.11494253,10.05747126,10.05747126,10.05747126,10.05747126,10.05747126,10.05747126,10.05747126,10.05747126,10.05747126,10.05747126
