Urea,Herbisida
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
,30
