komponen,keterangan,unit,harga privat,harga sosial
sampingan,Padi,Rp/kg,8000,8000
utama,Karet basah,Rp/kg,6500,6500
sampingan,Durian ,Rp/btr,5000,5000
sampingan,Duku ,Rp/kg,6000,6000
sampingan,Jengkol ,Rp/kg,8000,8000
sampingan,kayu karet,Rp/m3,300000,350000
