FID,PROVINSI,KECAMATAN,DESA,KABKOT
10580,SUMATERA UTARA,SERBA JADI,SERBA JADI,SERDANG BEDAGAI
10581,SUMATERA UTARA,DOLOK MASIHUL,BLOK 10,SERDANG BEDAGAI
10582,SUMATERA UTARA,DOLOK MASIHUL,MALASORI,SERDANG BEDAGAI
10583,SUMATERA UTARA,DOLOK MASIHUL,BAJA RONGGI,SERDANG BEDAGAI
10584,SUMATERA UTARA,SERBA JADI,TANJUNG HARAP,SERDANG BEDAGAI
10585,SUMATERA UTARA,DOLOK MASIHUL,DURIAN PULOAN,SERDANG BEDAGAI
10586,SUMATERA UTARA,TEBING TINGGI,SEI SERIMAH,SERDANG BEDAGAI
10587,SUMATERA UTARA,DOLOK MASIHUL,HUTA NAULI,SERDANG BEDAGAI
10588,SUMATERA UTARA,TEBING TINGGI,PERTAPAAN,SERDANG BEDAGAI
10589,SUMATERA UTARA,SERBA JADI,MANGGIS,SERDANG BEDAGAI
10590,SUMATERA UTARA,DOLOK MASIHUL,SILAU MERAWAN,SERDANG BEDAGAI
10591,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALANGAN,SERDANG BEDAGAI
10592,SUMATERA UTARA,DOLOK MASIHUL,SARANG GITING,SERDANG BEDAGAI
10593,SUMATERA UTARA,DOLOK MASIHUL,TEGAL SARI,SERDANG BEDAGAI
10594,SUMATERA UTARA,DOLOK MASIHUL,BATU 12,SERDANG BEDAGAI
10595,SUMATERA UTARA,DOLOK MASIHUL,PARDOMUAN,SERDANG BEDAGAI
10596,SUMATERA UTARA,TEBING SYAHBANDAR,BINJAI,SERDANG BEDAGAI
10597,SUMATERA UTARA,SERBA JADI,KUALA BALI,SERDANG BEDAGAI
10598,SUMATERA UTARA,SERBA JADI,KARANG TENGAH,SERDANG BEDAGAI
10599,SUMATERA UTARA,KOTARIH,KOTARIH BARU,SERDANG BEDAGAI
10600,SUMATERA UTARA,DOLOK MASIHUL,BATU 13,SERDANG BEDAGAI
10601,SUMATERA UTARA,DOLOK MASIHUL,DAME,SERDANG BEDAGAI
10602,SUMATERA UTARA,SERBA JADI,KELAPA BAJOHOM,SERDANG BEDAGAI
10603,SUMATERA UTARA,TEBING SYAHBANDAR,PAYA PASIR,SERDANG BEDAGAI
10604,SUMATERA UTARA,DOLOK MASIHUL,PEKAN KAMIS,SERDANG BEDAGAI
10605,SUMATERA UTARA,DOLOK MASIHUL,PEKAN DOLOK MASIHUL,SERDANG BEDAGAI
10606,SUMATERA UTARA,KOTARIH,SEI UJAN-UJAN,SERDANG BEDAGAI
10607,SUMATERA UTARA,KOTARIH,BANJARAN GODANG,SERDANG BEDAGAI
10608,SUMATERA UTARA,KOTARIH,SEI KARI,SERDANG BEDAGAI
10609,SUMATERA UTARA,TEBING SYAHBANDAR,LAUT TADOR,SERDANG BEDAGAI
10610,SUMATERA UTARA,DOLOK MASIHUL,ARAS PANJANG,SERDANG BEDAGAI
10611,SUMATERA UTARA,KOTARIH,PERBAHINGAN,SERDANG BEDAGAI
10612,SUMATERA UTARA,TEBING TINGGI,JAMBU,SERDANG BEDAGAI
10613,SUMATERA UTARA,BINTANG BAYU,BANDAR PINANG KEBUN,SERDANG BEDAGAI
10614,SUMATERA UTARA,BINTANG BAYU,BANDAR NEGERI,SERDANG BEDAGAI
10615,SUMATERA UTARA,KOTARIH,DURIAN KONDOT,SERDANG BEDAGAI
10616,SUMATERA UTARA,KOTARIH,KOTARIH PEKAN,SERDANG BEDAGAI
10617,SUMATERA UTARA,TEBING TINGGI,BAH SUMBU,SERDANG BEDAGAI
10618,SUMATERA UTARA,BINTANG BAYU,PANOMBEAN,SERDANG BEDAGAI
10619,SUMATERA UTARA,SILINDA,BATU MASAGI,SERDANG BEDAGAI
10620,SUMATERA UTARA,DOLOK MASIHUL,TANJUNG MARIA,SERDANG BEDAGAI
10621,SUMATERA UTARA,DOLOK MASIHUL,DOLOK SAGALA,SERDANG BEDAGAI
10622,SUMATERA UTARA,BINTANG BAYU,DAMAK TOLONG BUHO,SERDANG BEDAGAI
10623,SUMATERA UTARA,BINTANG BAYU,MARIHAT DOLOK,SERDANG BEDAGAI
10624,SUMATERA UTARA,BINTANG BAYU,HUTA DURIAN,SERDANG BEDAGAI
10625,SUMATERA UTARA,KOTARIH,SIALTONG,SERDANG BEDAGAI
10626,SUMATERA UTARA,BINTANG BAYU,BINTANG BAYU,SERDANG BEDAGAI
10627,SUMATERA UTARA,TEBING SYAHBANDAR,PAYA PINANG,SERDANG BEDAGAI
10628,SUMATERA UTARA,SILINDA,DAMAK GELUGUR,SERDANG BEDAGAI
10629,SUMATERA UTARA,BINTANG BAYU,UJUNG NEGERI KAHAN,SERDANG BEDAGAI
10630,SUMATERA UTARA,SILINDA,SUNGAI BUAYA,SERDANG BEDAGAI
10631,SUMATERA UTARA,BINTANG BAYU,SIAHAP,SERDANG BEDAGAI
10632,SUMATERA UTARA,BINTANG BAYU,BANDAR MAGODANG,SERDANG BEDAGAI
10633,SUMATERA UTARA,DOLOK MASIHUL,UJUNG SILAU,SERDANG BEDAGAI
10634,SUMATERA UTARA,BINTANG BAYU,PEGAJAHAN HULU,SERDANG BEDAGAI
10635,SUMATERA UTARA,TEBING TINGGI,KEDAI DAMAR,SERDANG BEDAGAI
10636,SUMATERA UTARA,BINTANG BAYU,PEGAJAHAN KAHAN,SERDANG BEDAGAI
10637,SUMATERA UTARA,BINTANG BAYU,UJUNG NEGERI HULU,SERDANG BEDAGAI
10638,SUMATERA UTARA,SILINDA,KULASAR,SERDANG BEDAGAI
10639,SUMATERA UTARA,DOLOK MASIHUL,BUKIT CERMIN HILIR,SERDANG BEDAGAI
10640,SUMATERA UTARA,BINTANG BAYU,KAMPUNG KRISTEN,SERDANG BEDAGAI
10641,SUMATERA UTARA,BINTANG BAYU,SARANG GITING KAHAN,SERDANG BEDAGAI
10642,SUMATERA UTARA,SILINDA,PAGAR MANIK,SERDANG BEDAGAI
10643,SUMATERA UTARA,SILINDA,TAPAK MERIAH,SERDANG BEDAGAI
10644,SUMATERA UTARA,BINTANG BAYU,SARANG GITING HULU,SERDANG BEDAGAI
10645,SUMATERA UTARA,DOLOK MASIHUL,BAH KERAPUH,SERDANG BEDAGAI
10646,SUMATERA UTARA,BINTANG BAYU,DOLOK MASANGO,SERDANG BEDAGAI
10647,SUMATERA UTARA,DOLOK MASIHUL,DOLOK SAGALA,SERDANG BEDAGAI
10648,SUMATERA UTARA,KOTARIH,HUTA GALUH,SERDANG BEDAGAI
10649,SUMATERA UTARA,SIPISPIS,SIBARAU,SERDANG BEDAGAI
10650,SUMATERA UTARA,SIPISPIS,GUNUNG PANE,SERDANG BEDAGAI
10651,SUMATERA UTARA,SILINDA,PAMAH,SERDANG BEDAGAI
10652,SUMATERA UTARA,TEBING SYAHBANDAR,SIBULAN,SERDANG BEDAGAI
10653,SUMATERA UTARA,SIPISPIS,GUNUNG MANAKO,SERDANG BEDAGAI
10654,SUMATERA UTARA,SILINDA,TAREAN,SERDANG BEDAGAI
10655,SUMATERA UTARA,DOLOK MERAWAN,PABATU III,SERDANG BEDAGAI
10656,SUMATERA UTARA,DOLOK MERAWAN,PABATU I,SERDANG BEDAGAI
10657,SUMATERA UTARA,SIPISPIS,BULUH DURI,SERDANG BEDAGAI
10658,SUMATERA UTARA,DOLOK MERAWAN,AFDELING VII DOLOK ILIR,SERDANG BEDAGAI
10659,SUMATERA UTARA,DOLOK MERAWAN,PABATU II,SERDANG BEDAGAI
10660,SUMATERA UTARA,DOLOK MERAWAN,BAH DAMAR,SERDANG BEDAGAI
10661,SUMATERA UTARA,DOLOK MERAWAN,PABATU VI,SERDANG BEDAGAI
10662,SUMATERA UTARA,DOLOK MERAWAN,AFDELING VI DOLOK ILIR,SERDANG BEDAGAI
10663,SUMATERA UTARA,SIPISPIS,SILAU PADANG,SERDANG BEDAGAI
10664,SUMATERA UTARA,DOLOK MERAWAN,KALEMBAK,SERDANG BEDAGAI
10665,SUMATERA UTARA,SIPISPIS,BAJA DOLOK,SERDANG BEDAGAI
10666,SUMATERA UTARA,DOLOK MERAWAN,BANDARAWAN,SERDANG BEDAGAI
10667,SUMATERA UTARA,SIPISPIS,PISPIS,SERDANG BEDAGAI
10668,SUMATERA UTARA,DOLOK MERAWAN,GUNUNG PARA II,SERDANG BEDAGAI
10669,SUMATERA UTARA,DOLOK MERAWAN,PANGLONG,SERDANG BEDAGAI
10670,SUMATERA UTARA,SIPISPIS,SIPISPIS,SERDANG BEDAGAI
10671,SUMATERA UTARA,SIPISPIS,SERBANATI,SERDANG BEDAGAI
10672,SUMATERA UTARA,SIPISPIS,BARTONG,SERDANG BEDAGAI
10673,SUMATERA UTARA,DOLOK MERAWAN,NAGARAJA I,SERDANG BEDAGAI
10674,SUMATERA UTARA,SIPISPIS,NAGUR PANE,SERDANG BEDAGAI
10675,SUMATERA UTARA,SIPISPIS,PARLAMBEAN,SERDANG BEDAGAI
10676,SUMATERA UTARA,SIPISPIS,NAGA RAJA,SERDANG BEDAGAI
10677,SUMATERA UTARA,SIPISPIS,RIMBUN,SERDANG BEDAGAI
10678,SUMATERA UTARA,SIPISPIS,MARIAH NAGUR,SERDANG BEDAGAI
10679,SUMATERA UTARA,PANTAI CERMIN,LUBUK SABAN,SERDANG BEDAGAI
10680,SUMATERA UTARA,SEI RAMPAH,SEI RAMPAH,SERDANG BEDAGAI
10681,SUMATERA UTARA,SEI RAMPAH,FIRDAUS,SERDANG BEDAGAI
10682,SUMATERA UTARA,SEI RAMPAH,PEMATANG PELINTAHAN,SERDANG BEDAGAI
10683,SUMATERA UTARA,TELUK MENGKUDU,MATAPAO,SERDANG BEDAGAI
10684,SUMATERA UTARA,KOTARIH,RUBUN DUNIA,SERDANG BEDAGAI
10685,SUMATERA UTARA,SILINDA,SILINDA,SERDANG BEDAGAI
10686,SUMATERA UTARA,KOTARIH,BANDAR BAYU,SERDANG BEDAGAI
10687,SUMATERA UTARA,BINTANG BAYU,GUDANG GARAM,SERDANG BEDAGAI
10688,SUMATERA UTARA,BINTANG BAYU,BANDAR PINANG RAMBE,SERDANG BEDAGAI
10689,SUMATERA UTARA,DOLOK MASIHUL,PERTAMBATAN,SERDANG BEDAGAI
10690,SUMATERA UTARA,DOLOK MASIHUL,KERAPUH,SERDANG BEDAGAI
10691,SUMATERA UTARA,DOLOK MASIHUL,SARANG TOROP,SERDANG BEDAGAI
10692,SUMATERA UTARA,DOLOK MASIHUL,DOLOK MANAMPANG,SERDANG BEDAGAI
10693,SUMATERA UTARA,DOLOK MASIHUL,MARTEBING,SERDANG BEDAGAI
10694,SUMATERA UTARA,DOLOK MASIHUL,BANTAN,SERDANG BEDAGAI
10695,SUMATERA UTARA,DOLOK MASIHUL,HEVEA,SERDANG BEDAGAI
10696,SUMATERA UTARA,SIPISPIS,TINOKKAH,SERDANG BEDAGAI
10697,SUMATERA UTARA,SIPISPIS,MARUBUN,SERDANG BEDAGAI
10698,SUMATERA UTARA,SIPISPIS,MARJANJI,SERDANG BEDAGAI
10699,SUMATERA UTARA,SIPISPIS,DAMAK URAT,SERDANG BEDAGAI
10700,SUMATERA UTARA,SIPISPIS,SIMALAS,SERDANG BEDAGAI
10701,SUMATERA UTARA,DOLOK MERAWAN,LIMBONG,SERDANG BEDAGAI
10702,SUMATERA UTARA,DOLOK MERAWAN,DOLOK MERAWAN,SERDANG BEDAGAI
10703,SUMATERA UTARA,DOLOK MERAWAN,PARETOKAN,SERDANG BEDAGAI
10704,SUMATERA UTARA,DOLOK MERAWAN,MAINU TONGAH,SERDANG BEDAGAI
10705,SUMATERA UTARA,DOLOK MERAWAN,KORAJIM,SERDANG BEDAGAI
10706,SUMATERA UTARA,TEBING TINGGI,NAGA KESIANGAN,SERDANG BEDAGAI
10707,SUMATERA UTARA,TEBING TINGGI,GUNUNG KATARAN,SERDANG BEDAGAI
10708,SUMATERA UTARA,TEBING TINGGI,PENONGGOL,SERDANG BEDAGAI
10709,SUMATERA UTARA,TEBING TINGGI,MARIAH PADANG,SERDANG BEDAGAI
10710,SUMATERA UTARA,TEBING SYAHBANDAR,KUTA PINANG,SERDANG BEDAGAI
10711,SUMATERA UTARA,SEI RAMPAH,PERGULAAN,SERDANG BEDAGAI
10712,SUMATERA UTARA,SEI RAMPAH,SINAH KASIH,SERDANG BEDAGAI
10713,SUMATERA UTARA,SEI RAMPAH,SIMPANG EMPAT,SERDANG BEDAGAI
10714,SUMATERA UTARA,SEI RAMPAH,SILAU RAKYAT,SERDANG BEDAGAI
10715,SUMATERA UTARA,SEI RAMPAH,SEI REJO,SERDANG BEDAGAI
10716,SUMATERA UTARA,SEI BAMBAN,SEI BAMBAN ESTATE,SERDANG BEDAGAI
10717,SUMATERA UTARA,TELUK MENGKUDU,PEMATANG SETRAK,SERDANG BEDAGAI
10718,SUMATERA UTARA,PERBAUNGAN,TANJUNG BULUH,SERDANG BEDAGAI
10719,SUMATERA UTARA,PERBAUNGAN,SEI SIJENGGI,SERDANG BEDAGAI
10720,SUMATERA UTARA,PERBAUNGAN,BENGKEL,SERDANG BEDAGAI
10721,SUMATERA UTARA,PERBAUNGAN,DELI MUDA HULU,SERDANG BEDAGAI
10722,SUMATERA UTARA,PEGAJAHAN,BINGKAT,SERDANG BEDAGAI
10723,SUMATERA UTARA,PEGAJAHAN,MELATI KEBUN,SERDANG BEDAGAI
10724,SUMATERA UTARA,PEGAJAHAN,PETUARAN HILIR,SERDANG BEDAGAI
10725,SUMATERA UTARA,TEBING SYAHBANDAR,BAHILANG,SERDANG BEDAGAI
10726,SUMATERA UTARA,TEBING SYAHBANDAR,TANAH BESI,SERDANG BEDAGAI
10727,SUMATERA UTARA,TEBING TINGGI,KUTA BARU,SERDANG BEDAGAI
10728,SUMATERA UTARA,TEBING TINGGI,PAYA BAGAS,SERDANG BEDAGAI
10729,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10730,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10731,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10732,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10733,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10734,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10735,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10736,SUMATERA UTARA,TEBING SYAHBANDAR,PENGGALIAN,SERDANG BEDAGAI
10737,SUMATERA UTARA,MEDANG DERAS,PANGKALAN DODEK,BATU BARA
10738,SUMATERA UTARA,MEDANG DERAS,NENAS SIAM,BATU BARA
10739,SUMATERA UTARA,MEDANG DERAS,DURIAN,BATU BARA
10740,SUMATERA UTARA,MEDANG DERAS,SEI BUAH KERAS,BATU BARA
10741,SUMATERA UTARA,MEDANG DERAS,MEDANG,BATU BARA
10742,SUMATERA UTARA,MEDANG DERAS,LALANG,BATU BARA
10743,SUMATERA UTARA,MEDANG DERAS,SEI RAKYAT,BATU BARA
10744,SUMATERA UTARA,MEDANG DERAS,PEMATANG CENGKRING,BATU BARA
10745,SUMATERA UTARA,MEDANG DERAS,PAKAM,BATU BARA
10746,SUMATERA UTARA,MEDANG DERAS,PAKAM RAYA,BATU BARA
10747,SUMATERA UTARA,MEDANG DERAS,TANJUNG SIGONI,BATU BARA
10748,SUMATERA UTARA,MEDANG DERAS,AEK NAULI,BATU BARA
10749,SUMATERA UTARA,MEDANG DERAS,PANGKALAN DODEK BARU,BATU BARA
10750,SUMATERA UTARA,MEDANG DERAS,SIDO MULYO,BATU BARA
10751,SUMATERA UTARA,SEI SUKA,TANJUNG PRAPAT,BATU BARA
10752,SUMATERA UTARA,SEI SUKA,KWALA INDAH,BATU BARA
10753,SUMATERA UTARA,SEI SUKA,KWALA TANJUNG,BATU BARA
10754,SUMATERA UTARA,SEI SUKA,PEMATANG KUING,BATU BARA
10755,SUMATERA UTARA,SEI SUKA,PEMATANG JERING,BATU BARA
10756,SUMATERA UTARA,SEI SUKA,SIMODONG,BATU BARA
10757,SUMATERA UTARA,SEI SUKA,SEI SUKA/DERAS,BATU BARA
10758,SUMATERA UTARA,AIR PUTIH,TANJUNG MUDA,BATU BARA
10759,SUMATERA UTARA,AIR PUTIH,TANAH TINGGI,BATU BARA
10760,SUMATERA UTARA,AIR PUTIH,TANAH MERAH,BATU BARA
10761,SUMATERA UTARA,AIR PUTIH,SUKARAJA,BATU BARA
10762,SUMATERA UTARA,AIR PUTIH,PEMATANG PANJANG,BATU BARA
10763,SUMATERA UTARA,AIR PUTIH,SUKA RAMAI,BATU BARA
10764,SUMATERA UTARA,AIR PUTIH,LIMAU SUNDAI,BATU BARA
10765,SUMATERA UTARA,AIR PUTIH,ARAS,BATU BARA
10766,SUMATERA UTARA,AIR PUTIH,TANJUNG HARAPAN,BATU BARA
10767,SUMATERA UTARA,AIR PUTIH,TANJUNG KUBAH,BATU BARA
10768,SUMATERA UTARA,AIR PUTIH,SIPARE-PARE,BATU BARA
10769,SUMATERA UTARA,AIR PUTIH,PASAR LAPAN,BATU BARA
10770,SUMATERA UTARA,AIR PUTIH,INDRAPURA,BATU BARA
10771,SUMATERA UTARA,LIMA PULUH,PERUPUK,BATU BARA
10772,SUMATERA UTARA,LIMA PULUH,GUNTUNG,BATU BARA
10773,SUMATERA UTARA,LIMA PULUH,PEMATANG PANJANG,BATU BARA
10774,SUMATERA UTARA,LIMA PULUH,LUBUK BESAR,BATU BARA
10775,SUMATERA UTARA,LIMA PULUH,SUMBER MAKMUR,BATU BARA
10776,SUMATERA UTARA,LIMA PULUH,SUMBER PADI,BATU BARA
10777,SUMATERA UTARA,LIMA PULUH,PERKEBUNAN LIMAU MANIS,BATU BARA
10778,SUMATERA UTARA,LIMA PULUH,LIMA PULUH KOTA,BATU BARA
10779,SUMATERA UTARA,LIMA PULUH,MANGKAI BARU,BATU BARA
10780,SUMATERA UTARA,LIMA PULUH,PERKEBUNAN DOLOK,BATU BARA
10781,SUMATERA UTARA,LIMA PULUH,MANGKAI LAMA,BATU BARA
10782,SUMATERA UTARA,LIMA PULUH,PERKEBUNAN  LIMA PULUH,BATU BARA
10783,SUMATERA UTARA,LIMA PULUH,PERKEBUNAN KWALA GUNUNG,BATU BARA
10784,SUMATERA UTARA,LIMA PULUH,SIMPANG GAMBUS,BATU BARA
10785,SUMATERA UTARA,LIMA PULUH,PERKEBUNAN TANAH ITAM ULU,BATU BARA
10786,SUMATERA UTARA,LIMA PULUH,PERKEBUNAN TANAH GAMBUS,BATU BARA
10787,SUMATERA UTARA,LIMA PULUH,LUBUK CUIK,BATU BARA
10788,SUMATERA UTARA,LIMA PULUH,BULAN-BULAN,BATU BARA
10789,SUMATERA UTARA,LIMA PULUH,EMPAT NEGERI,BATU BARA
10790,SUMATERA UTARA,LIMA PULUH,CAHAYA PARDOMUAN,BATU BARA
10791,SUMATERA UTARA,LIMA PULUH,KWALA GUNUNG,BATU BARA
10792,SUMATERA UTARA,LIMA PULUH,SIMPANG DOLOK,BATU BARA
10793,SUMATERA UTARA,LIMA PULUH,AIR HITAM,BATU BARA
10794,SUMATERA UTARA,LIMA PULUH,PULAU SEJUK,BATU BARA
10795,SUMATERA UTARA,TALAWI,DAHARI SELEBAR,BATU BARA
10796,SUMATERA UTARA,TALAWI,MESJID LAMA,BATU BARA
10797,SUMATERA UTARA,TALAWI,LABUHAN RUKU,BATU BARA
10798,SUMATERA UTARA,TALAWI,BINJEI BARU,BATU BARA
10799,SUMATERA UTARA,TALAWI,PAHANG,BATU BARA
10800,SUMATERA UTARA,TALAWI,PETATAL,BATU BARA
10801,SUMATERA UTARA,TALAWI,BANGUN SARI,BATU BARA
10802,SUMATERA UTARA,TALAWI,PADANG GENTING,BATU BARA
10803,SUMATERA UTARA,TALAWI,PANJANG,BATU BARA
10804,SUMATERA UTARA,TALAWI,SEI MUKA,BATU BARA
10805,SUMATERA UTARA,TANJUNG TIRAM,BOGAK,BATU BARA
10806,SUMATERA UTARA,TANJUNG TIRAM,BAGAN DALAM,BATU BARA
10807,SUMATERA UTARA,TANJUNG TIRAM,SUKA MAJU,BATU BARA
10808,SUMATERA UTARA,TANJUNG TIRAM,TANJUNG TIRAM,BATU BARA
10809,SUMATERA UTARA,TANJUNG TIRAM,GUNTUNG,BATU BARA
10810,SUMATERA UTARA,TANJUNG TIRAM,SENTANG,BATU BARA
10811,SUMATERA UTARA,TANJUNG TIRAM,BAGAN BARU,BATU BARA
10812,SUMATERA UTARA,TANJUNG TIRAM,PEMATANG RAMBAI,BATU BARA
10813,SUMATERA UTARA,TANJUNG TIRAM,SUNGAI MENTARAM,BATU BARA
10814,SUMATERA UTARA,TANJUNG TIRAM,TANJUNG MULIA,BATU BARA
10815,SUMATERA UTARA,TANJUNG TIRAM,UJUNG KUBU,BATU BARA
10816,SUMATERA UTARA,TANJUNG TIRAM,LIMA LARAS,BATU BARA
10817,SUMATERA UTARA,SEI BALAI,PERKEBUNAN SEI BALAI,BATU BARA
10818,SUMATERA UTARA,SEI BALAI,DURIAN,BATU BARA
10819,SUMATERA UTARA,SEI BALAI,SUKA RAMAI,BATU BARA
10820,SUMATERA UTARA,SEI BALAI,SI AJAM,BATU BARA
10821,SUMATERA UTARA,SEI BALAI,PERKEBUNAN SEI BEJANGKAR,BATU BARA
10822,SUMATERA UTARA,SEI BALAI,MEKAR MULIO,BATU BARA
10823,SUMATERA UTARA,SEI BALAI,KWALA SIKASIM,BATU BARA
10824,SUMATERA UTARA,SEI BALAI,SEI BALAI,BATU BARA
10825,SUMATERA UTARA,LIMA PULUH,TANAH ITAM HILIR,BATU BARA
10826,SUMATERA UTARA,TALAWI,PERKEBUNAN TANAH DATAR,BATU BARA
10827,SUMATERA UTARA,TALAWI,KARANG BARU,BATU BARA
10828,SUMATERA UTARA,TALAWI,PERKEBUNAN PETATAL,BATU BARA
10829,SUMATERA UTARA,LIMA PULUH,ANTARA,BATU BARA
10830,SUMATERA UTARA,LIMA PULUH,GAMBUS LAUT,BATU BARA
10831,SUMATERA UTARA,SEI SUKA,TANJUNG SERI,BATU BARA
10832,SUMATERA UTARA,SEI SUKA,PERKEBUNAN SIPARE-PARE,BATU BARA
10833,SUMATERA UTARA,SEI SUKA,SEI SIMUJUR,BATU BARA
10834,SUMATERA UTARA,SEI SUKA,PERKEBUNAN TANJUNG KASAU,BATU BARA
10835,SUMATERA UTARA,SEI SUKA,TANJUNG KASAU,BATU BARA
10836,SUMATERA UTARA,SEI SUKA,LAUT TADOR,BATU BARA
10837,SUMATERA UTARA,PADANG BOLAK,GULANGAN,PADANG LAWAS UTARA
10838,SUMATERA UTARA,PADANG BOLAK,MEMPANG II,PADANG LAWAS UTARA
10839,SUMATERA UTARA,PADANG BOLAK,SIMANINGGIR,PADANG LAWAS UTARA
10840,SUMATERA UTARA,PADANG BOLAK,SIHODAHODA,PADANG LAWAS UTARA
10841,SUMATERA UTARA,PADANG BOLAK,NAGA SARIBU,PADANG LAWAS UTARA
10842,SUMATERA UTARA,PADANG BOLAK,BANGUN PURBA,PADANG LAWAS UTARA
10843,SUMATERA UTARA,PADANG BOLAK,BUKIT RAYA SEDANG,PADANG LAWAS UTARA
10844,SUMATERA UTARA,PADANG BOLAK,SIUNGGAM JAE,PADANG LAWAS UTARA
10845,SUMATERA UTARA,PADANG BOLAK,SIUNGGAM TONGA,PADANG LAWAS UTARA
10846,SUMATERA UTARA,PADANG BOLAK,SIUNGGAM JULU,PADANG LAWAS UTARA
10847,SUMATERA UTARA,PADANG BOLAK,TANGGA HAMBENG,PADANG LAWAS UTARA
10848,SUMATERA UTARA,PADANG BOLAK,SIBATANG KAYU,PADANG LAWAS UTARA
10849,SUMATERA UTARA,PADANG BOLAK,GUNUNG MANAON II,PADANG LAWAS UTARA
10850,SUMATERA UTARA,PADANG BOLAK,PARLIMBATAN,PADANG LAWAS UTARA
10851,SUMATERA UTARA,PADANG BOLAK,SIGAMA UJUNG GADING,PADANG LAWAS UTARA
10852,SUMATERA UTARA,PADANG BOLAK,AEK SUHAT,PADANG LAWAS UTARA
10853,SUMATERA UTARA,PADANG BOLAK,AEK TOLANG,PADANG LAWAS UTARA
10854,SUMATERA UTARA,PADANG BOLAK,AEK BAYUR,PADANG LAWAS UTARA
10855,SUMATERA UTARA,PADANG BOLAK,SIGAMA,PADANG LAWAS UTARA
10856,SUMATERA UTARA,PADANG BOLAK,PADANG GARUGUR,PADANG LAWAS UTARA
10857,SUMATERA UTARA,PADANG BOLAK,SIDINGKAT,PADANG LAWAS UTARA
10858,SUMATERA UTARA,PADANG BOLAK,BATU TAMBUN,PADANG LAWAS UTARA
10859,SUMATERA UTARA,PADANG BOLAK,BATU SUNDUNG,PADANG LAWAS UTARA
10860,SUMATERA UTARA,PADANG BOLAK,GARONGGANG,PADANG LAWAS UTARA
10861,SUMATERA UTARA,PADANG BOLAK,SAMPURAN,PADANG LAWAS UTARA
10862,SUMATERA UTARA,PADANG BOLAK,UPT BATANG PANE I,PADANG LAWAS UTARA
10863,SUMATERA UTARA,PADANG BOLAK,BATANG PANE II,PADANG LAWAS UTARA
10864,SUMATERA UTARA,PADANG BOLAK,UPT BATANG PANE III,PADANG LAWAS UTARA
10865,SUMATERA UTARA,PADANG BOLAK,SUNGE TOLANG,PADANG LAWAS UTARA
10866,SUMATERA UTARA,PADANG BOLAK,LOSUNG BATU,PADANG LAWAS UTARA
10867,SUMATERA UTARA,PADANG BOLAK,BATU MAMAK,PADANG LAWAS UTARA
10868,SUMATERA UTARA,PADANG BOLAK,SIMASI,PADANG LAWAS UTARA
10869,SUMATERA UTARA,PADANG BOLAK,SIHAPAS HAPAS,PADANG LAWAS UTARA
10870,SUMATERA UTARA,PADANG BOLAK,DOLOK SAE,PADANG LAWAS UTARA
10871,SUMATERA UTARA,PADANG BOLAK,BOTUNG,PADANG LAWAS UTARA
10872,SUMATERA UTARA,PADANG BOLAK,RAMPA JAE,PADANG LAWAS UTARA
10873,SUMATERA UTARA,PADANG BOLAK,SIGIMBAL,PADANG LAWAS UTARA
10874,SUMATERA UTARA,PADANG BOLAK,NAPA GADUNG LAUT,PADANG LAWAS UTARA
10875,SUMATERA UTARA,PADANG BOLAK,MANANTI (MARENTI),PADANG LAWAS UTARA
10876,SUMATERA UTARA,PADANG BOLAK,PARAN PADANG,PADANG LAWAS UTARA
10877,SUMATERA UTARA,PADANG BOLAK,RAMPA JULU,PADANG LAWAS UTARA
10878,SUMATERA UTARA,PADANG BOLAK,RAHUNING JAE,PADANG LAWAS UTARA
10879,SUMATERA UTARA,PADANG BOLAK,SIOMBOB,PADANG LAWAS UTARA
10880,SUMATERA UTARA,PADANG BOLAK,AEK GAMBIR,PADANG LAWAS UTARA
10881,SUMATERA UTARA,PADANG BOLAK,AMBASANG NATIGOR,PADANG LAWAS UTARA
10882,SUMATERA UTARA,PADANG BOLAK,TANJUNG MARULAK,PADANG LAWAS UTARA
10883,SUMATERA UTARA,PADANG BOLAK,SIMANDI ANGIN LOMBANG,PADANG LAWAS UTARA
10884,SUMATERA UTARA,PADANG BOLAK,LIANG ASONA,PADANG LAWAS UTARA
10885,SUMATERA UTARA,PADANG BOLAK,SIMANDI ANGIN DOLOK,PADANG LAWAS UTARA
10886,SUMATERA UTARA,PADANG BOLAK,HUTAIMBARU II,PADANG LAWAS UTARA
10887,SUMATERA UTARA,PADANG BOLAK,PURBA TUA,PADANG LAWAS UTARA
10888,SUMATERA UTARA,PADANG BOLAK,LUBUK TOROP,PADANG LAWAS UTARA
