Grup,Var1,Var2,Unit,Private Price,Social Price
Output,Sampingan,Padi,Rp/kg,8000,8000
Output,Utama,Kopi,Rp/kg,18500,18500
Output,Sampingan,Durian,Rp/kg,5000,5000
Output,Sampingan,Jengkol,Rp/kg,15000,15000
