Grup,Var1,Var2,Unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
Output ,Utama,Kelapa,Butir,0,0,0,0,0,3500,3500,3500,7500,7500,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
Output ,Utama,Kopra kering 75%,Kg,0,0,0,0,0,1166.666667,1166.666667,1166.666667,2500,2500,3333.333333,3333.333333,3333.333333,3333.333333,3333.333333,3333.333333,3333.333333,3333.333333,3333.333333,3333.333333,1666.666667,1666.666667,1666.666667,1666.666667,1666.666667,1666.666667,1666.666667,1666.666667,1666.666667,1666.666667
